id,name,email,country,amount,date
1981,George 1981,george.19811981@example.com,Italy,828.98,2024-09-10
1982,Bob 1982,bob.19821982@example.com,UK,716.42,2024-04-07
1983,Eduardo 1983,eduardo.19831983@example.com,France,748.97,2024-07-14
1984,Carlos 1984,carlos.19841984@example.com,Spain,857.77,2024-11-03
1985,Diana 1985,diana.19851985@example.com,France,729.43,2024-04-06
1986,George 1986,george.19861986@example.com,Canada,414.43,2024-03-15
1987,Alice 1987,alice.19871987@example.com,France,976.36,2024-04-30
1988,Julia 1988,julia.19881988@example.com,Italy,908.25,2024-07-08
1989,Julia 1989,julia.19891989@example.com,Italy,94.88,2024-08-28
1990,Carlos 1990,carlos.19901990@example.com,Germany,974.65,2024-07-22
1991,Diana 1991,diana.19911991@example.com,Spain,711.36,2024-11-01
1992,Eduardo 1992,eduardo.19921992@example.com,Mexico,104.33,2024-01-31
1993,Alice 1993,alice.19931993@example.com,Germany,931.74,2024-08-29
1994,Fatima 1994,fatima.19941994@example.com,Brazil,939.92,2024-11-02
1995,Alice 1995,alice.19951995@example.com,USA,261.12,2024-11-13
1996,George 1996,george.19961996@example.com,France,977.74,2024-12-09
1997,Fatima 1997,fatima.19971997@example.com,Canada,968.37,2024-10-13
1998,Alice 1998,alice.19981998@example.com,Brazil,187.58,2024-03-27
1999,Ivan 1999,ivan.19991999@example.com,Italy,931.01,2024-08-27
2000,Carlos 2000,carlos.20002000@example.com,Mexico,324.14,2024-09-28
